id;parentId;depth;is_leaf;visible;full_path;url;direct_products;subtree_products;empty
40383;39621;3;1;1;Domáce spotrebiče > Vstavané spotrebiče > Digestory > Ostrovčekové digestory;ostrovcekove-digestory;0;0;1
40503;39621;3;1;1;Domáce spotrebiče > Vstavané spotrebiče > Digestory > Príslušenstvo k digestorom;prislusenstvo-k-digestorom;0;0;1
39633;39630;3;1;1;Domáce spotrebiče > Malé spotrebiče > Nádobie > Pekáče a zapekacie misy;pekace-a-zapekacie-misy;0;0;1
39636;39630;3;1;1;Domáce spotrebiče > Malé spotrebiče > Nádobie > Poháre a fľaše;pohare-a-flase;14;14;0
39876;39630;3;1;1;Domáce spotrebiče > Malé spotrebiče > Nádobie > Panvice;panvice;28;28;0
40080;39630;3;1;1;Domáce spotrebiče > Malé spotrebiče > Nádobie > Dózy na potraviny;dozy-na-potraviny;6;6;0
40194;39630;3;1;1;Domáce spotrebiče > Malé spotrebiče > Nádobie > Hrnce;hrnce;36;36;0
40296;39630;3;1;1;Domáce spotrebiče > Malé spotrebiče > Nádobie > Termosky a termohrnčeky;termosky-a-termohrnceky;23;23;0
40329;39630;3;1;1;Domáce spotrebiče > Malé spotrebiče > Nádobie > Hrnčeky a šálky;hrnceky-a-salky;0;0;1
40392;39630;3;1;1;Domáce spotrebiče > Malé spotrebiče > Nádobie > Pečúce formy;pecuce-formy;19;19;0
40617;39630;3;1;1;Domáce spotrebiče > Malé spotrebiče > Nádobie > Pokrievky;pokrievky;0;0;1
40881;39630;3;1;1;Domáce spotrebiče > Malé spotrebiče > Nádobie > Misy a misky;misy-a-misky;0;0;1
39642;39639;3;1;1;Domáce spotrebiče > Malé spotrebiče > Žehličky > Naparovacie žehličky;naparovacie-zehlicky;29;29;0
39690;39639;3;1;1;Domáce spotrebiče > Malé spotrebiče > Žehličky > Žehliace dosky;zehliace-dosky;17;17;0
39759;39639;3;1;1;Domáce spotrebiče > Malé spotrebiče > Žehličky > Sušiaky na bielizeň;susiaky-na-bielizen;46;46;0
40095;39639;3;0;1;Domáce spotrebiče > Malé spotrebiče > Žehličky > Šijacie stroje a príslušenstvo;sijacie-stroje-a-prislusenstvo;0;0;1
40200;39639;3;1;1;Domáce spotrebiče > Malé spotrebiče > Žehličky > Naparovače odevov;naparovace-odevov;16;16;0
40203;39639;3;1;1;Domáce spotrebiče > Malé spotrebiče > Žehličky > Parné generátory;parne-generatory;0;0;1
40692;39639;3;0;0;Domáce spotrebiče > Malé spotrebiče > Žehličky > Domové alarmy a zvončeky;domove-alarmy-a-zvonceky;0;0;1
40779;39639;3;1;1;Domáce spotrebiče > Malé spotrebiče > Žehličky > Žehličky na suché žehlenie;zehlicky-na-suche-zehlenie;0;0;1
40809;39639;3;1;1;Domáce spotrebiče > Malé spotrebiče > Žehličky > Cestovné žehličky;cestovne-zehlicky;0;0;1
40863;39639;3;1;1;Domáce spotrebiče > Malé spotrebiče > Žehličky > Hodiny a budíky;hodiny-a-budiky;0;0;1
39654;39651;3;1;1;Domáce spotrebiče > Malé spotrebiče > Grily, pekárne, variče > Palacinkovače;palacinkovace;8;8;0
39669;39651;3;1;1;Domáce spotrebiče > Malé spotrebiče > Grily, pekárne, variče > Elektrické grily;elektricke-grily;31;31;0
39693;39651;3;1;1;Domáce spotrebiče > Malé spotrebiče > Grily, pekárne, variče > Lávové a raclettové grily;lavove-a-raclettove-grily;0;0;1
39696;39651;3;1;1;Domáce spotrebiče > Malé spotrebiče > Grily, pekárne, variče > Elektrické variče;elektricke-varice;22;22;0
40317;39651;3;1;1;Domáce spotrebiče > Malé spotrebiče > Grily, pekárne, variče > Domáce pekárne;domace-pekarne;0;0;1
40599;39651;3;1;1;Domáce spotrebiče > Malé spotrebiče > Grily, pekárne, variče > Pece na pizzu;pece-na-pizzu;28;28;0
