"code";"pairCode";"name";"guid";"externalId";"ean";"productNumber";"serialNumber";"defaultCategory";"categoryText";"categoryText2";"categoryText3";"categoryText4";"categoryText5";"categoryText6";"categoryText7";"categoryText8";"categoryText9";"categoryText10";"xmlFeedName";""
"AT_ABL-30-B1-544";"";"Rozpěrný kruh na řetěz boxovacího pytle DBX BUSHIDO R40";"918ac12c-93dd-11f1-842a-bc2411833e01";"";"5902539011456";"";"";"Šport, hračky a voľný čas > Bojové športy > Príslušenstvo";"Šport, hračky a voľný čas > Bojové športy > Príslušenstvo";"";"";"";"";"";"";"";"";"";"DBX Bushido R40DBX";""
"AT_ABL-30-B1-576";"";"Boxovací hruška DBX BUSHIDO SK15 černo-červená 15 kg";"919a2e8c-93dd-11f1-8753-bc2411833e01";"";"5904639190802";"";"";"Šport, hračky a voľný čas > Bojové športy > Boxovací pytle - plné";"Šport, hračky a voľný čas > Bojové športy > Boxovací pytle - plné";"";"";"";"";"";"";"";"";"";"Bushido Boxovacia hruška DBX SK15 -15 kg";""
"AT_EMO1551650000";"";"LED ambientní RGB GoSmart osvětlení EMOS ZTV65 za TV 65“ (164 cm)";"9389d1c0-93dd-11f1-9102-bc2411833e01";"";"8592920138823";"";"";"Bezpečnosť a smart domácnosť > Smart domácnosť > Osvetlenie";"Bezpečnosť a smart domácnosť > Smart domácnosť > Osvetlenie";"";"";"";"";"";"";"";"";"";"Emost ZTV65";""
"AT_ATO-3069050110";"";"EMOS IP-2001ZW /H5011/ GoSmart přenosný ovladač scén, ZigBee 3.0, 1-tlačítkový";"93e534e8-93dd-11f1-a5d5-bc2411833e01";"";"8592920121221";"";"";"Bezpečnosť a smart domácnosť > Smart domácnosť > Príslušenstvo";"Bezpečnosť a smart domácnosť > Smart domácnosť > Príslušenstvo";"";"";"";"";"";"";"";"";"";"Emos H5011";""
"AT_TIP-06431004";"";"Čisticí tablety do kávovaru AQUALOGIS Cleaneo 20ks";"9498bc98-93dd-11f1-a807-bc2411833e01";"";"5906501104771";"";"";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá";"Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá";"";"";"";"";"";"";"";"";"";"Aqualogis Cleaneo 20 ks";""
"AT_LEC-RBA-3000-S3";"";"Guma posilovací REBEL ACTIVE RBA-3000-S3 Latexová sada cvičebních pásů - Power Band PLs-1, 4-32 kg, 3 pásy";"ebd45a58-945f-11f1-a91d-bc2411e8af0e";"";"5901890098618";"";"";"Šport, hračky a voľný čas > Posilňovanie a fitness > Pomôcky na cvičenie > Gumy a pásy na cvičenie";"Šport, hračky a voľný čas > Posilňovanie a fitness > Pomôcky na cvičenie > Pomôcky na cvičenie doma";"Šport, hračky a voľný čas > Posilňovanie a fitness > Pomôcky na cvičenie > Gumy a pásy na cvičenie";"";"";"";"";"";"";"";"";"REBEL Active Power Band PLs-1 4-32 kg";""
"AT_ABL-17-62-218";"";"Taktická zátěžová vesta HMS Premium TKO07 6,5 kg";"eee1cba4-945f-11f1-9743-bc2411e8af0e";"";"5907695563115";"";"";"Šport, hračky a voľný čas > Bojové športy > Zátěžové vesty";"Šport, hračky a voľný čas > Bojové športy > Zátěžové vesty";"";"";"";"";"";"";"";"";"";"HMS Premium TKO07 6,5 kg";""
"AT_TIP-07810168";"";"EMOS E2157 digitální grilovací teploměr a minutka";"ef8fd2f8-945f-11f1-9ad5-bc2411e8af0e";"";"8592920038307";"";"";"Domáce spotrebiče > Malé spotrebiče > Hodiny a budíky > Časovače, minútky";"Domáce spotrebiče > Malé spotrebiče > Kuchynské potreby > Kuchynské teplomery";"Domáce spotrebiče > Malé spotrebiče > Hodiny a budíky > Časovače, minútky";"";"";"";"";"";"";"";"";"Emos E2157 2603015000";""
"AT_LEC-RBA-6006";"";"Masážní přístroj nohou a lýtek Shiatsu, REBEL ACTIVE RBA-6006";"f55b6bc0-945f-11f1-9529-bc2411e8af0e";"";"5901890115698";"";"";"Šport, hračky a voľný čas > Zdravotní potreby > Masážne nástroje";"Šport, hračky a voľný čas > Zdravotní potreby > Masážne nástroje";"";"";"";"";"";"";"";"";"";"Rebel RBA-6006";""
"AT_LEC-RBA-6009";"";"Masážní přístroj Shiatsu, REBEL ACTIVE RBA-6009";"f567f714-945f-11f1-9958-bc2411e8af0e";"";"5901890116442";"";"";"Šport, hračky a voľný čas > Zdravotní potreby > Masážne nástroje";"Šport, hračky a voľný čas > Zdravotní potreby > Masážne nástroje";"";"";"";"";"";"";"";"";"";"Rebel RBA-6009";""
"AT_ABL-30-B1-177";"";"Tréninkový blok DBX BUSHIDO ARS-1201a";"f6c440c2-945f-11f1-858a-bc2411e8af0e";"";"5902539014587";"";"";"Šport, hračky a voľný čas > Bojové športy > Lapy a bloky";"Šport, hračky a voľný čas > Bojové športy > Lapy a bloky";"";"";"";"";"";"";"";"";"";"Bushido DBX ARS-1201a";""
"AT_ABL-30-B6-017";"";"Profesionální kožený boxovací pytel DBX BUSHIDO Sovereign 150/45cm prázdný";"021acab8-9460-11f1-b65f-bc2411e8af0e";"";"5904639195135";"";"";"Šport, hračky a voľný čas > Bojové športy > Boxovací pytle - prázdné";"Šport, hračky a voľný čas > Bojové športy > Boxovací pytle - prázdné";"";"";"";"";"";"";"";"";"";"DBX Bushido Sovereign 150/45cm 50kg";""
"AT_LEC-RBA-3227-BK";"";"Bedýnka na step aerobik REBEL ACTIVE RBA-3227-BK, 3 stupně, 68cm, černá";"048523b6-9460-11f1-a489-bc2411e8af0e";"";"5901890123051";"";"";"Šport, hračky a voľný čas > Posilňovanie a fitness > Stepy a steppery";"Šport, hračky a voľný čas > Posilňovanie a fitness > Stepy a steppery";"";"";"";"";"";"";"";"";"";"Rebel RBA-3227-BK";""
"AT_EMO3010003019";"";"Kamerová jednotka EMOS EM-10AHD /H3019/, klávesnice, pro monitory a videotelefony";"0ec459fa-9460-11f1-a844-bc2411e8af0e";"";"8592920117521";"";"";"Bezpečnosť a smart domácnosť > Smart domácnosť > Zvončeky";"Záhrada > Brány a zvončeky > Bezdrátové zvončeky";"Bezpečnosť a smart domácnosť > Kamerové systémy > Domové videotelefony";"Bezpečnosť a smart domácnosť > Smart domácnosť > Zvončeky";"";"";"";"";"";"";"";"H3019 Kamerová jednotka pro monitory a videotelefony EMOS EM-10AHD EMOS";""
"AT_ABL-30-B1-069";"";"Čtvercový stropní držák na boxovací pytel do 50 kg DBX BUSHIDO";"11cc3cc6-9460-11f1-871f-bc2411e8af0e";"";"5902539011432";"";"";"Šport, hračky a voľný čas > Bojové športy > Montážne prvky";"Šport, hračky a voľný čas > Bojové športy > Montážne prvky";"";"";"";"";"";"";"";"";"";"Mozos Power Hook TRX";""
"AT_ABL-30-B1-070";"";"Obdelníkový stropní držák na boxovací pytel do 150 kg DBX BUSHIDO MD";"11d89cdc-9460-11f1-a10a-bc2411e8af0e";"";"5902539010169";"";"";"Šport, hračky a voľný čas > Bojové športy > Montážne prvky";"Šport, hračky a voľný čas > Bojové športy > Montážne prvky";"";"";"";"";"";"";"";"";"";"DBX BUSHIDO MD";""
"AT_LEC-KM2025";"";"Krüger&Matz HL-CP03 bezdrátový adaptér CarPlay - Android Auto";"18fdf070-9460-11f1-a0ae-bc2411e8af0e";"";"5901890124201";"";"";"TV, audio a video > Audio technika > Rádiá";"Auto-moto > Autorádiá";"TV, audio a video > Audio technika > Rádiá";"";"";"";"";"";"";"";"";"Kruger & Matz KM2025";""
"AT_LEC-KOM1032";"";"WiFi extender REBEL KOM1032";"1909dfe8-9460-11f1-b93a-bc2411e8af0e";"";"5901890122627";"";"";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > WI-FI extendéry";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > WI-FI extendéry";"";"";"";"";"";"";"";"";"";"Rebel KOM1032";""
"AT_LEC-RBA-3152-BK";"";"Podložka na cvičení, jógu a fitness 0,6 cm Rebel Active RBA-3152-BK černá";"1de7dca4-9460-11f1-b130-bc2411e8af0e";"";"5901890099707";"";"";"Šport, hračky a voľný čas > Posilňovanie a fitness > Pomôcky na cvičenie > Pomôcky na jógu";"Šport, hračky a voľný čas > Posilňovanie a fitness > Pomôcky na cvičenie > Pomôcky na cvičenie doma";"Šport, hračky a voľný čas > Posilňovanie a fitness > Podložky";"Šport, hračky a voľný čas > Posilňovanie a fitness > Pomôcky na cvičenie > Pomôcky na jógu";"";"";"";"";"";"";"";"REBEL ACTIVE RBA-3152";""
"AT_LPKM0125";"";"KRUGER & MATZ XT50 Držák telefonu na kolo 4v1 se svítilnou a powerbankou";"1fc48752-9460-11f1-8ea7-bc2411e8af0e";"";"5901890047326";"";"";"Šport, hračky a voľný čas > Cyklistika > Cyklodržáky";"Šport, hračky a voľný čas > Cyklistika > Svietidlá na kolo";"Šport, hračky a voľný čas > Cyklistika > Cyklodržáky";"";"";"";"";"";"";"";"";"KRUGER & MATZ KM0125";""
"AT_TIP-06430883";"";"Forma na pečení ORION Ořechy 40 silikon hnědá";"205bcc5c-9460-11f1-a259-bc2411e8af0e";"";"8592381172336";"";"";"Domáce spotrebiče > Malé spotrebiče > Nádobie > Pečúce formy";"Domáce spotrebiče > Malé spotrebiče > Nádobie > Pečúce formy";"";"";"";"";"";"";"";"";"";"Orion Forma Orechy 40ks 33,5x26x1,2 cm";""
"AT_EMO1703225021";"";"Zdroj pulzní EMOS N3113 s hřebínkem 2250mA (3-12V) univerzální";"2650ca04-9460-11f1-8903-bc2411e8af0e";"";"8592920064115";"";"";"Fotovoltaika a energie > Napájacie zdroje > Adaptéry pulzní";"Fotovoltaika a energie > Napájacie zdroje > Adaptéry pulzní";"";"";"";"";"";"";"";"";"";"Emos univerzální napájecí zdroj pulzní N3113 3-12 V / 2.25 A max. s hřebínkem USB";""
"AT_ATO-L964";"";"Sada konektorů izolovaných faston, očko, vidlička, spojka 250ks";"272aee1e-9460-11f1-9ac7-bc2411e8af0e";"";"5903293023396";"";"";"Fotovoltaika a energie > Akumulátory a batérie > Príslušenstvo > Očká, fastóny, dutinky, spojky > Káblové vidličky";"Fotovoltaika a energie > Akumulátory a batérie > Príslušenstvo > Očká, fastóny, dutinky, spojky > Sady fastonů";"Fotovoltaika a energie > Akumulátory a batérie > Príslušenstvo > Očká, fastóny, dutinky, spojky > Káblové vidličky";"";"";"";"";"";"";"";"";"amio Elektrické svorky/koncovky mix, krabica 250 ks";""
"AT_TIP-06422851";"";"Odvlhčovač vzduchu ORION NEO 2.2L";"2a88f182-9460-11f1-a7fc-bc2411e8af0e";"";"8592381158361";"";"";"Domáce spotrebiče > Malé spotrebiče > Vzduchotechnika > Odvlhčovače vzduchu";"Domáce spotrebiče > Malé spotrebiče > Vzduchotechnika > Odvlhčovače vzduchu";"";"";"";"";"";"";"";"";"";"Orion NEO Pohlcovač vlhkosti 1 kg";""
"AT_ATO-A500006298";"";"Záložní zdroj MHPower WPU-300-12 UPS 300W 12V čistý sinus";"2e175456-9460-11f1-a2e0-bc2411e8af0e";"";"8594199731842";"";"";"Fotovoltaika a energie > Záložné zdroje a UPS > Záložné zdroje pre oběhová čerpadlá";"Fotovoltaika a energie > Záložné zdroje a UPS > Záložné zdroje pre oběhová čerpadlá";"";"";"";"";"";"";"";"";"";"ABCtech WPU-300-12";""
"AT_ATO-A500006300";"";"Záložní zdroj MHPower WPU-700-12 UPS 700W 12V čistý sinus";"2e244db4-9460-11f1-b6bb-bc2411e8af0e";"";"8594199731866";"";"";"Fotovoltaika a energie > Záložné zdroje a UPS > Záložné zdroje pre oběhová čerpadlá";"Fotovoltaika a energie > Záložné zdroje a UPS > Záložné zdroje pre oběhová čerpadlá";"";"";"";"";"";"";"";"";"";"ABCtech WPU-700-12";""
"AT_ATO-A500006299";"";"Záložní zdroj MHPower WPU-500-12 UPS 500W 12V čistý sinus";"2e311cba-9460-11f1-9808-bc2411e8af0e";"";"8594199731859";"";"";"Fotovoltaika a energie > Záložné zdroje a UPS > Záložné zdroje pre oběhová čerpadlá";"Fotovoltaika a energie > Záložné zdroje a UPS > Záložné zdroje pre oběhová čerpadlá";"";"";"";"";"";"";"";"";"";"ABCtech WPU-500-12";""
"AT_ATO-A500006301";"";"Záložní zdroj MHPower WPU-800-12 UPS 800W 12V čistý sinus";"2e402b24-9460-11f1-9f67-bc2411e8af0e";"";"8594199731873";"";"";"Fotovoltaika a energie > Záložné zdroje a UPS > Záložné zdroje pre oběhová čerpadlá";"Fotovoltaika a energie > Záložné zdroje a UPS > Záložné zdroje pre oběhová čerpadlá";"";"";"";"";"";"";"";"";"";"ABCtech WPU-800-12";""
"AT_98029072-02";"";"Kleště kompresní Cabelcon CX3 ALL SIZE";"2f5c35e8-9460-11f1-880e-bc2411e8af0e";"";"5707957085689";"";"";"TV, audio a video > Antény a satelity > Konektory > Montážne náradie";"Elektroinštalačný materiál > Inštalačné náradie a ostatné materiál > Lisovací kliešte";"TV, audio a video > Antény a satelity > Konektory > Montážne náradie";"";"";"";"";"";"";"";"";"Cabelcon 98029072-02";""
"AT_MS-MODELL H GREY";"";"Hodiny nástěnné TechnoLine Modell H grey";"33504cac-9460-11f1-a0a2-bc2411e8af0e";"";"4029665100159";"";"";"Domáce spotrebiče > Malé spotrebiče > Hodiny a budíky > Hodiny";"Domáce spotrebiče > Malé spotrebiče > Hodiny a budíky > Hodiny";"";"";"";"";"";"";"";"";"";"TechnoLine Modell H grey";""
"AT_MS-WT 3100";"";"Hodiny TechnoLine WT 3100 do koupelny";"335d23d2-9460-11f1-b8df-bc2411e8af0e";"";"4029665431000";"";"";"Domáce spotrebiče > Malé spotrebiče > Hodiny a budíky > Hodiny";"Domáce spotrebiče > Malé spotrebiče > Hodiny a budíky > Hodiny";"";"";"";"";"";"";"";"";"";"TECHNOLINE WT3100";""
"AT_MS-WT 8235 GOLD";"";"Hodiny nástěnné TechnoLine WT 8235 gold";"3378cc5e-9460-11f1-914e-bc2411e8af0e";"";"4029665182353";"";"";"Domáce spotrebiče > Malé spotrebiče > Hodiny a budíky > Hodiny";"Domáce spotrebiče > Malé spotrebiče > Hodiny a budíky > Hodiny";"";"";"";"";"";"";"";"";"";"Techno Line WT 8235";""
"AT_MS-WT 7981";"";"Hodiny nástěnné TechnoLine WT 7981";"3384e5ac-9460-11f1-9c43-bc2411e8af0e";"";"4029665079813";"";"";"Domáce spotrebiče > Malé spotrebiče > Hodiny a budíky > Hodiny";"Domáce spotrebiče > Malé spotrebiče > Hodiny a budíky > Hodiny";"";"";"";"";"";"";"";"";"";"Techno Line WT 7981";""
"AT_ALAL100";"";"Zdroj Alcad AL-100 (2xvýstup, 24V/100mA) napájecí";"33cc8312-9460-11f1-a809-bc2411e8af0e";"";"8425988903860";"";"";"TV, audio a video > Antény a satelity > ZOSILŇOVAČE > HLAVNÍ STANICE > ALCAD > Zdroje";"TV, audio a video > Antény a satelity > ZOSILŇOVAČE > Domové";"TV, audio a video > Antény a satelity > Zdroje a výhybky > Napájacie zdroje k zesilovači";"TV, audio a video > Antény a satelity > ZOSILŇOVAČE > HLAVNÍ STANICE > ALCAD > Zdroje";"";"";"";"";"";"";"";"Alcad AL-100";""
"AT_ITR-00018501";"";"Elektrický ohřívač Embego Kaminer 26400 krb s efektem plamene a dálkovým ovládáním";"43921d7a-9460-11f1-bdb2-bc2411e8af0e";"";"5900779959033";"";"";"Domáce spotrebiče > Malé spotrebiče > Vzduchotechnika > Vykurovanie";"Domáce spotrebiče > Malé spotrebiče > Vzduchotechnika > Vykurovanie";"";"";"";"";"";"";"";"";"";"Kaminer 2000 W 32 x 52,5 x 18 cm čierny";""
"AT_LEC-RBA-3004";"";"Guma posilovací REBEL ACTIVE RBA-3004 Latexová sada 5ks Long Band Ls-1, 1,5-11,5 kg, barevná";"4a44d356-9460-11f1-8ade-bc2411e8af0e";"";"5901890101998";"";"";"Šport, hračky a voľný čas > Posilňovanie a fitness > Pomôcky na cvičenie > Gumy a pásy na cvičenie";"Šport, hračky a voľný čas > Posilňovanie a fitness > Pomôcky na cvičenie > Pomôcky na cvičenie doma";"Šport, hračky a voľný čas > Posilňovanie a fitness > Pomôcky na cvičenie > Gumy a pásy na cvičenie";"";"";"";"";"";"";"";"";"REBEL ACTIVE Gumy na cvičenie 2m - Long Band Ls-1, 1-5 kg";""
"AT_MS-GARNI 098W";"";"Bezdrátové čidlo pro měření ovlhčení listů GARNI 098W";"4a9f89e0-9460-11f1-b9f4-bc2411e8af0e";"";"8592733021442";"";"";"Domáce spotrebiče > Malé spotrebiče > Meteostanice > Bezdrátová čidlá";"Domáce spotrebiče > Malé spotrebiče > Meteostanice > Bezdrátová čidlá";"";"";"";"";"";"";"";"";"";"GARNI technology GARNI 098W Bezdrôtový snímač vlhkosti listov";""
"AT_LEC-KM0335-5M";"";"Kabel reproduktorový KRUGER & MATZ KM0335-5M 5m konektory typu banánek";"4c5a7b1e-9460-11f1-bc67-bc2411e8af0e";"";"5901890097482";"";"";"TV, audio a video > AV káble > AV káble";"TV, audio a video > AV káble > AV káble";"";"";"";"";"";"";"";"";"";"Kruger&Matz Reproduktorový kábel s banánikmi 5 m L-KM0335-5M";""
"AT_ATO-OR-CR-275/W";"";"PIR senzor (pohybové čidlo) ORNO OR-CR-275/W";"4d708cd2-9460-11f1-b083-bc2411e8af0e";"";"5908254846687";"";"";"Bezpečnosť a smart domácnosť > Zabezpečenie > PIR čidlá";"Bezpečnosť a smart domácnosť > Zabezpečenie > PIR čidlá";"";"";"";"";"";"";"";"";"";"Orno O-OR-CR-275/W";""
"AT_ALAL105";"";"Zdroj Alcad AL-105 (2xvýstup, 12V/100mA) napájecí";"4eebc81a-9460-11f1-abc2-bc2411e8af0e";"";"8425988903877";"";"";"TV, audio a video > Antény a satelity > ZOSILŇOVAČE > HLAVNÍ STANICE > ALCAD > Zdroje";"TV, audio a video > Antény a satelity > ZOSILŇOVAČE > Domové";"TV, audio a video > Antény a satelity > Zdroje a výhybky > Napájacie zdroje k zesilovači";"TV, audio a video > Antény a satelity > ZOSILŇOVAČE > HLAVNÍ STANICE > ALCAD > Zdroje";"";"";"";"";"";"";"";"Alcad AL-105";""
"AT_IST-LNBINQTHPRO";"";"Inverto HOME Pro - Quattro Universal 40mm PLL LNB";"53e4517a-9460-11f1-93d7-bc2411e8af0e";"";"5453002613313";"";"";"TV, audio a video > Antény a satelity > LNB konvertory > Quattro (H/V)";"TV, audio a video > Antény a satelity > LNB konvertory > Quattro (H/V)";"";"";"";"";"";"";"";"";"";"LP Quattro Inverto Home pro URZ1308";""
"AT_MS-WT 1019";"";"Hodiny nástěnné TechnoLine WT 1019";"5947ca7a-9460-11f1-bdbd-bc2411e8af0e";"";"4029665110196";"";"";"Domáce spotrebiče > Malé spotrebiče > Hodiny a budíky > Hodiny";"Domáce spotrebiče > Malé spotrebiče > Hodiny a budíky > Hodiny";"";"";"";"";"";"";"";"";"";"TechnoLine WT 1019";""
"AT_MS-776043";"";"Hodiny nástěnné TechnoLine 776043 dřevěné";"595443c2-9460-11f1-990b-bc2411e8af0e";"";"8717794809406";"";"";"Domáce spotrebiče > Malé spotrebiče > Hodiny a budíky > Hodiny";"Domáce spotrebiče > Malé spotrebiče > Hodiny a budíky > Hodiny";"";"";"";"";"";"";"";"";"";"Technoline 776043";""
"AT_MS-WT 1016";"";"Hodiny nástěnné TechnoLine WT 1016";"59614e8c-9460-11f1-aefb-bc2411e8af0e";"";"4029665010168";"";"";"Domáce spotrebiče > Malé spotrebiče > Hodiny a budíky > Hodiny";"Domáce spotrebiče > Malé spotrebiče > Hodiny a budíky > Hodiny";"";"";"";"";"";"";"";"";"";"TechnoLine WT 1016";""
"AT_MS-WT 7160";"";"Hodiny nástěnné TechnoLine WT 7160";"596d112c-9460-11f1-8f5a-bc2411e8af0e";"";"4029665071602";"";"";"Domáce spotrebiče > Malé spotrebiče > Hodiny a budíky > Hodiny";"Domáce spotrebiče > Malé spotrebiče > Hodiny a budíky > Hodiny";"";"";"";"";"";"";"";"";"";"Technoline WT7160";""
"AT_LEC-RB-4028";"";"Zdroj záložní REBEL POWER 1000 LFP4 RB-4028 700W 12V";"5b5f2330-9460-11f1-ada8-bc2411e8af0e";"";"5901890116350";"";"";"Fotovoltaika a energie > Záložné zdroje a UPS > Záložné zdroje pre oběhová čerpadlá";"Fotovoltaika a energie > Záložné zdroje a UPS > Záložné zdroje pre oběhová čerpadlá";"";"";"";"";"";"";"";"";"";"Rebel POWER-1000-LFP4";""
"AT_CMP-12039";"";"Cyklotaška nad rám oboustranná + pouzdro na telefon 6,7"" COMPASS";"5ecdd7dc-9460-11f1-b1f9-bc2411e8af0e";"";"8591686120394";"";"";"Šport, hračky a voľný čas > Cyklistika > Cyklotašky";"Šport, hračky a voľný čas > Cyklistika > Cyklotašky";"";"";"";"";"";"";"";"";"";"Compass Bike Cyklonad rám + PHONE 6 7";""
"AT_LEC-TSA5009";"";"Výrobník ledu TEESA EASY ICE TSA5009";"622055ae-9460-11f1-8659-bc2411e8af0e";"";"5901890120401";"";"";"Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Výrobníky ľadu";"Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Výrobníky ľadu";"";"";"";"";"";"";"";"";"";"TEESA EASY ICE TSA5009";""
"AT_LEC-RBA-2407";"";"Multifunkční tréninková hrazda REBEL ACTIVE RBA-2407";"64574936-9460-11f1-bce1-bc2411e8af0e";"";"5901890122979";"";"";"Šport, hračky a voľný čas > Posilňovanie a fitness > Posilňovacie stroje";"Šport, hračky a voľný čas > Posilňovanie a fitness > Posilňovacie stroje";"";"";"";"";"";"";"";"";"";"Rebel RBA-2407 ACTIVE";""
"AT_VE3957";"";"DC-DC nabíječka Orion-Tr Smart 12/12-30A (360W) neizolovaná";"69ea934e-9460-11f1-bf9b-bc2411e8af0e";"";"8719076048954";"";"";"Fotovoltaika a energie > Nabíjačky > Nabíjačky DC-DC";"Fotovoltaika a energie > Nabíjačky > Nabíjačky DC-DC";"";"";"";"";"";"";"";"";"";"Victron Energy 30749";""
"AT_VE3929";"";"DC-DC nabíječka Orion-Tr Smart 12/12-30A (360W) izolovaná";"69f72334-9460-11f1-af18-bc2411e8af0e";"";"8719076047698";"";"";"Fotovoltaika a energie > Nabíjačky > Nabíjačky DC-DC";"Fotovoltaika a energie > Nabíjačky > Nabíjačky DC-DC";"";"";"";"";"";"";"";"";"";"Victron Energy menič Orion-Tr Smart 12/12-30 360 W 12 V 12.2 V ORI121236120";""
"AT_ITR-00017027";"";"Lopatka skládací multifunkční 16v1 Trizand 22640";"6cdee74e-9460-11f1-9927-bc2411e8af0e";"";"5900779947207";"";"";"Šport, hračky a voľný čas > Turistika > Turistické vybavenie";"Šport, hračky a voľný čas > Turistika > Turistické vybavenie";"";"";"";"";"";"";"";"";"";"Trizand Poľná skladacia lopatka 16 v 1 67 cm 22640";""
"AT_ITR-00017391";"";"Sprchový stan Trizand 23492";"6ced05ae-9460-11f1-b1ea-bc2411e8af0e";"";"5900779950153";"";"";"Šport, hračky a voľný čas > Turistika > Turistické vybavenie";"Auto-moto > Karavany a obytná autá > Ostatné doplnky";"Šport, hračky a voľný čas > Turistika > Turistické vybavenie";"";"";"";"";"";"";"";"";"Trizand 23492";""
"AT_JOH6711";"";"Johansson 6711 Revolution programovatelný zesilovač";"6fd6a32e-9460-11f1-b3d7-bc2411e8af0e";"";"5404041101255";"";"";"TV, audio a video > Antény a satelity > ZOSILŇOVAČE > Programovatelné";"TV, audio a video > Antény a satelity > ZOSILŇOVAČE > Programovatelné";"";"";"";"";"";"";"";"";"";"Anténny zosilňovač programovateľný JOHANSSON 6711 Profino Revolution PLUS";""
"AT_LEC-RBA-3151-BL";"";"Podložka na cvičení, jógu a fitness 1,5 cm Rebel Active RBA-3151-BL modrá";"77982e52-9460-11f1-9d7a-bc2411e8af0e";"";"5901890099745";"";"";"Šport, hračky a voľný čas > Posilňovanie a fitness > Pomôcky na cvičenie > Pomôcky na jógu";"Šport, hračky a voľný čas > Posilňovanie a fitness > Pomôcky na cvičenie > Pomôcky na cvičenie doma";"Šport, hračky a voľný čas > Posilňovanie a fitness > Podložky";"Šport, hračky a voľný čas > Posilňovanie a fitness > Pomôcky na cvičenie > Pomôcky na jógu";"";"";"";"";"";"";"";"Rebel RBA-3151";""
"AT_TIP-04280189";"";"Solární regulátor MPPT Victron Energy SmartSolar 100V/20A Bluetooth";"790ce250-9460-11f1-8302-bc2411e8af0e";"";"8719076043027";"";"";"Fotovoltaika a energie > Fotovoltaika > Solárne regulátory > Solárne regulátory MPPT";"Fotovoltaika a energie > Fotovoltaika > Solárne regulátory > Solárne regulátory MPPT";"";"";"";"";"";"";"";"";"";"Victron Energy MPPT SMART 100 / 20";""
"AT_TIP-08855452";"";"COMPASS 09154 hustilka nožní s manometrem dvoupístová TÜV/GS 2x120mm";"7aab629e-9460-11f1-91a2-bc2411e8af0e";"";"8591686091540";"";"";"Šport, hračky a voľný čas > Cyklistika > Pumpy na kolo";"Šport, hračky a voľný čas > Cyklistika > Pumpy na kolo";"";"";"";"";"";"";"";"";"";"Compass TÜV/GS 2x120mm";""
"AT_ATO-3069052030";"";"EMOS IP-2213Z /H5022/ GoSmart opakovač signálu pro ZigBee 3.0 bránu";"7e90027a-9460-11f1-b0f4-bc2411e8af0e";"";"8592920128725";"";"";"Bezpečnosť a smart domácnosť > Smart domácnosť > Príslušenstvo";"Bezpečnosť a smart domácnosť > Smart domácnosť > Príslušenstvo";"";"";"";"";"";"";"";"";"";"Emos IP-2213Z 3069052030";""
"AT_IST-LNBINTWUL02";"";"INVERTO Ultra - Twin HGLN 40 mm - 0,2 dB";"8002253e-9460-11f1-bfd0-bc2411e8af0e";"";"5453002615140";"";"";"TV, audio a video > Antény a satelity > LNB konvertory > Twin 2 TV";"TV, audio a video > Antény a satelity > LNB konvertory > Twin 2 TV";"";"";"";"";"";"";"";"";"";"Inverto LNB Twin Black Ultra 0,2 dB";""
"AT_CPP-CP-UNC-VB21ZL4C-VMDS-2713";"";"CP-UNC-VB21ZL4C-VMDS-27135 2.0 Mpix venkovní IP antivandal dome kamera s IR, WDR, Starlight a mikro";"82bba8b8-9460-11f1-b4c5-bc2411e8af0e";"";"4250593444187";"";"";"Bezpečnosť a smart domácnosť > Kamerové systémy > IP sieťové kamery > 2.0 Mpix. (Full HD) / 2.4 Mpix";"Bezpečnosť a smart domácnosť > Kamerové systémy > IP sieťové kamery > 2.0 Mpix. (Full HD) / 2.4 Mpix";"";"";"";"";"";"";"";"";"";"CP Plus CP-UNC-VB21ZL4-VMDS-27135";""
"AT_LEC-RBA-4104";"";"Badmintonový set REBEL ACTIVE RBA-4104";"82f9a492-9460-11f1-94d0-bc2411e8af0e";"";"5901890113137";"";"";"Šport, hračky a voľný čas > Sportovní vybavenie > Raketové športy > Badminton";"Šport, hračky a voľný čas > Sportovní vybavenie > Raketové športy > Badminton";"";"";"";"";"";"";"";"";"";"Rebel ACTIVE SmashSet";""
"AT_CMP-13841";"";"Batoh Cattara RUNNER BLUE 38l";"89331532-9460-11f1-b7af-bc2411e8af0e";"";"8591686138412";"";"";"Šport, hračky a voľný čas > Turistika > Cestování a outdoor";"Šport, hračky a voľný čas > Turistika > Turistické vybavenie";"Šport, hračky a voľný čas > Turistika > Cestování a outdoor";"";"";"";"";"";"";"";"";"Cattara RUNNER BLUE 38 l";""
"AT_LEC-KM0243FHD-V3";"";"Televizor Kruger&Matz KM0243FHD-V3 VIDAA 43"" smart DVB-T2/S2";"89526432-9460-11f1-95ae-bc2411e8af0e";"";"5901890127882";"";"";"TV, audio a video > Televízory > 43"" (108 - 109 cm)";"TV, audio a video > Televízory > 43"" (108 - 109 cm)";"";"";"";"";"";"";"";"";"";"Krüger & Matz KM0243FHD-V3";""
