ean;stara_url;stary_nazov;stara_kategoria;najdena_kategoria;cesta_kategorie;nova_url_kategorie;skore;pocet_zhod;istota
*M0305;https://premiumstore.sk/klestovy-multimetr-emos-md-310c#22575;Klešťový multimetr EMOS MD-310C;Heureka.sk | Dielňa, stavba, záhrada | Náradie pre dielňu a záhradu | Náradie do dielne | Ručné náradie | Klasické skrutkovače;Klasické kovové;Auto-moto > Vybavenie autá > Stierače > Klasické kovové;klasicke-kovove;7.57;1;NIZKA
8590393255641;https://premiumstore.sk/eta-859890030#22556;ETA 859890030;Malé domáce spotrebiče | Príprava nápojov | Rýchlovarné konvice;Rýchlovarné kanvice;Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Rýchlovarné kanvice;rychlovarne-kanvice;7.86;1;NIZKA
8590393138388;https://premiumstore.sk/eta-990068010#22555;ETA 990068010;Heureka.sk | Domáce a osobné spotrebiče | Spotrebiče na upratovanie | Vysávače;Vysávače;Domáce spotrebiče > Malé spotrebiče > Vysávače;vysavace;5.96;1;NIZKA
P5730;https://premiumstore.sk/domovni-bezdratovy-zvonek-emos-p5730-2x-zvonek-1x-tlacitko#22267;Emos Domovní bezdrátový zvonek P5730;Domácnosť | Bezdrôtové zvončeky;Domové alarmy a zvončeky;Domáce spotrebiče > Malé spotrebiče > Žehličky > Domové alarmy a zvončeky;domove-alarmy-a-zvonceky;6.32;1;NIZKA
010942218746;https://premiumstore.sk/krups-ea-810-b#19279;KRUPS EA 810 B;Heureka.sk | Domáce a osobné spotrebiče | Kuchynské spotrebiče | Príprava nápojov | Kávovary a príprava kávy | Automatické kávovary;Kávovary a espressá;Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá;kavovary-a-espressa;6.47;1;NIZKA
P5732T;https://premiumstore.sk/tlacitko-emos-p5732t-pro-zvonek-p5732#22055;Náhradní tlačítko EMOS P5732T pro domovní bezdrátový zvonek P5732;Domácnosť | Bezdrôtové zvončeky;Domové alarmy a zvončeky;Domáce spotrebiče > Malé spotrebiče > Žehličky > Domové alarmy a zvončeky;domove-alarmy-a-zvonceky;6.32;1;NIZKA
*P5763R;https://premiumstore.sk/prijimac-a-prodluzovac-signalu-zvonku-emos-p5763r-na-3x-aa-baterie#22038;Přijímač a prodlužovač signálu zvonků EMOS P5763R na 3x  AA baterie;Domácnosť | Bezdrôtové zvončeky;Bezdrátové přenosy signálu;TV, audio a video > Príslušenstvo > Bezdrátové přenosy signálu;bezdratove-prenosy-signalu;7.57;1;NIZKA
*J58133;https://premiumstore.sk/napajeci-zdroj-s-vyhybkou-f-12v-100ma-emos-em-0712a-j58133#22009;Napájecí zdroj s vyhýbkou F  12V/100mA EMOS J58133;;Televízory na 12V;TV, audio a video > Televízory > Televízory na 12V;televizory-na-12v;6.66;1;NIZKA
*J0220J;https://premiumstore.sk/zasuvka-tv-r-prubezna-emos-eu-3607-utlum-7db#22005;Zásuvka televizní průběžná EMOS EU 3607 8dB;;;;;0.00;0;ZIADNA
8594163278144;https://premiumstore.sk/tesla-te-320#21312;TESLA TE-320;Satelitná a digitálna technika;Profesionálna audio technika;Profesionálna audio technika;profesionalna-audio-technika;2.81;1;NIZKA
8590393250066;https://premiumstore.sk/eta-013390000#21282;ETA 013390000;Heureka.sk | Domáce a osobné spotrebiče | Kuchynské spotrebiče | Príprava jedla | Malé kuchynské spotrebiče | Varenie a vyprážanie | Fritézy;Fritézy a hrnce;Domáce spotrebiče > Malé spotrebiče > Fritézy a hrnce;fritezy-a-hrnce;6.39;1;NIZKA
5413184122935;https://premiumstore.sk/kitchenaid-5ksb5553eac#21246;KitchenAid 5KSB5553EAC;Heureka.sk | Domáce a osobné spotrebiče | Kuchynské spotrebiče | Príprava jedla | Malé kuchynské spotrebiče | Mixovanie a šľahanie | Mixéry;Mixéry a šľahače;Domáce spotrebiče > Malé spotrebiče > Kuchynské roboty a krájače > Mixéry a šľahače;mixery-a-slahace;6.76;1;NIZKA
4895229109896;https://premiumstore.sk/philips-tat2205bk-00#20826;Philips_Ce Philips TAT2205BK/00;TV, Video, Audio | Audio technika | Slúchadlá;Slúchadlá;TV, audio a video > Slúchadlá;sluchadla;5.59;1;NIZKA
3045388144837;https://premiumstore.sk/tefal-ht-41313-e#20711;TEFAL HT 41313 E;Heureka.sk | Domáce a osobné spotrebiče | Kuchynské spotrebiče | Príprava jedla | Malé kuchynské spotrebiče | Mixovanie a šľahanie | Mixéry;Mixéry a šľahače;Domáce spotrebiče > Malé spotrebiče > Kuchynské roboty a krájače > Mixéry a šľahače;mixery-a-slahace;6.76;1;NIZKA
8594182423440;https://premiumstore.sk/niceboy-hive-xl#20676;Niceboy HIVE XL;TV, Video, Audio | Audio technika | Slúchadlá;Slúchadlá;TV, audio a video > Slúchadlá;sluchadla;5.59;1;NIZKA
8710103887720;https://premiumstore.sk/philips-gc-4543-30#20578;PHILIPS GC 4543/30;Malé domáce spotrebiče | Žehličky;Žehličky;Domáce spotrebiče > Malé spotrebiče > Žehličky;zehlicky;6.19;1;NIZKA
8712581667771;https://premiumstore.sk/philips-az787#20485;Philips_Ce Philips AZ787;TV, Video, Audio | Audio technika | Rádioprijímače a rádiobudíky;Rádiobudíky;TV, audio a video > Audio technika > Rádiobudíky;radiobudiky;8.27;1;NIZKA
8710103858782;https://premiumstore.sk/philips-gc-2148-30#20403;PHILIPS GC 2148/30;Malé domáce spotrebiče | Žehličky;Žehličky;Domáce spotrebiče > Malé spotrebiče > Žehličky;zehlicky;6.19;1;NIZKA
4211125658199;https://premiumstore.sk/beurer-bm-28-3-leta-zaruka#20198;BEURER BM 28 / 3 letá záruka;Starostlivosť o telo, zdravie | Tlakomery;Tlakomery, tonometre;Zdravie a starostlivosť > Starostlivosť o zdravie > Tlakomery, tonometre;tlakomery--tonometre;8.27;1;NIZKA
4211125658182;https://premiumstore.sk/beurer-bm-27-3-leta-zaruka#20197;BEURER BM 27 / 3 letá záruka;Starostlivosť o telo, zdravie | Tlakomery;Tlakomery, tonometre;Zdravie a starostlivosť > Starostlivosť o zdravie > Tlakomery, tonometre;tlakomery--tonometre;8.27;1;NIZKA
4211125650445;https://premiumstore.sk/beurer-bc-28#20193;BEURER BC 28;Starostlivosť o telo, zdravie | Tlakomery;Tlakomery, tonometre;Zdravie a starostlivosť > Starostlivosť o zdravie > Tlakomery, tonometre;tlakomery--tonometre;8.27;1;NIZKA
5413184151010;https://premiumstore.sk/kitchenaid-5kek1522eer#19626;KitchenAid 5KEK1522EER;Malé domáce spotrebiče | Príprava nápojov | Rýchlovarné konvice;Rýchlovarné kanvice;Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Rýchlovarné kanvice;rychlovarne-kanvice;7.86;1;NIZKA
5055528567738;https://premiumstore.sk/sony-sluchatka-mdr-xd150-bila#19557;SONY sluchátka MDR-XD150, bílá;TV, Video, Audio | Audio technika | Slúchadlá;Slúchadlá;TV, audio a video > Slúchadlá;sluchadla;5.59;1;NIZKA
812765020755;https://premiumstore.sk/runphones-r-classic-green-m-rc2em#19524;Acousticsheep RunPhones® Classic  Green M RC2EM;TV, Video, Audio | Audio technika | Slúchadlá;Slúchadlá;TV, audio a video > Slúchadlá;sluchadla;5.59;1;NIZKA
3023372025706;https://premiumstore.sk/electrolux-menalux-2000#19489;Electrolux Menalux 2000;Heureka.sk | Domáce a osobné spotrebiče | Spotrebiče na upratovanie | Vysávače;Vysávače;Domáce spotrebiče > Malé spotrebiče > Vysávače;vysavace;5.96;1;NIZKA
8016361730595;https://premiumstore.sk/hoover-u-37#19475;HOOVER U 37;Heureka.sk | Domáce a osobné spotrebiče | Spotrebiče na upratovanie | Vysávače;Vysávače;Domáce spotrebiče > Malé spotrebiče > Vysávače;vysavace;5.96;1;NIZKA
5010418140972;https://premiumstore.sk/hoover-u-9#19473;HOOVER U 9;Heureka.sk | Domáce a osobné spotrebiče | Spotrebiče na upratovanie | Vysávače;Vysávače;Domáce spotrebiče > Malé spotrebiče > Vysávače;vysavace;5.96;1;NIZKA
5010418152388;https://premiumstore.sk/hoover-h39-09189051#19457;HOOVER H39 (09189051);Heureka.sk | Domáce a osobné spotrebiče | Spotrebiče na upratovanie | Vysávače;Vysávače;Domáce spotrebiče > Malé spotrebiče > Vysávače;vysavace;5.96;1;NIZKA
4210201167785;https://premiumstore.sk/braun-bt-3040#19339;BRAUN BT 3040;Starostlivosť o telo, zdravie | Starostlivosť o vlasy | Zastrihávače;Holiace strojčeky a zastrihávače;Zdravie a starostlivosť > Holiace strojčeky a zastrihávače;holiace-strojceky-a-zastrihavace;7.35;1;NIZKA
3121040059562;https://premiumstore.sk/rowenta-tn-1600-f0#19337;ROWENTA TN 1600 F0;Starostlivosť o telo, zdravie | Starostlivosť o vlasy | Zastrihávače;Holiace strojčeky a zastrihávače;Zdravie a starostlivosť > Holiace strojčeky a zastrihávače;holiace-strojceky-a-zastrihavace;7.35;1;NIZKA
4006508105106;https://premiumstore.sk/melitta-anti-calc-fk-odvapnovac-tablety#19243;MELITTA ANTI CALC FK odvápňovač tablety;Heureka.sk | Domáce a osobné spotrebiče | Kuchynské spotrebiče | Príprava nápojov | Kávovary a príprava kávy | Automatické kávovary;Kávovary a espressá;Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá;kavovary-a-espressa;6.47;1;NIZKA
010942206873;https://premiumstore.sk/krups-f-0540010-054001a#19237;KRUPS F 0540010/054001A;Heureka.sk | Domáce a osobné spotrebiče | Kuchynské spotrebiče | Príprava nápojov | Kávovary a príprava kávy | Automatické kávovary;Kávovary a espressá;Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá;kavovary-a-espressa;6.47;1;NIZKA
010942120247;https://premiumstore.sk/krups-f-08801#19230;KRUPS F 08801;Heureka.sk | Domáce a osobné spotrebiče | Kuchynské spotrebiče | Príprava nápojov | Kávovary a príprava kávy | Automatické kávovary;Kávovary a espressá;Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá;kavovary-a-espressa;6.47;1;NIZKA
3045386370313;https://premiumstore.sk/tefal-ht-615138#19219;TEFAL HT 615138;Heureka.sk | Domáce a osobné spotrebiče | Kuchynské spotrebiče | Príprava jedla | Malé kuchynské spotrebiče | Mixovanie a šľahanie | Mixéry;Mixéry a šľahače;Domáce spotrebiče > Malé spotrebiče > Kuchynské roboty a krájače > Mixéry a šľahače;mixery-a-slahace;6.76;1;NIZKA
8016361805583;https://premiumstore.sk/hoover-u-60#19197;HOOVER U 60;Heureka.sk | Domáce a osobné spotrebiče | Spotrebiče na upratovanie | Vysávače;Vysávače;Domáce spotrebiče > Malé spotrebiče > Vysávače;vysavace;5.96;1;NIZKA
8016361759114;https://premiumstore.sk/hoover-h-64#19196;HOOVER H 64;Heureka.sk | Domáce a osobné spotrebiče | Spotrebiče na upratovanie | Vysávače;Vysávače;Domáce spotrebiče > Malé spotrebiče > Vysávače;vysavace;5.96;1;NIZKA
J0400;https://premiumstore.sk/emos-em-4405g-5g-lte700-zesilovac-vhf-uhf#18635;EMOS EM440 4G/LTE790 zesilovač / VHF / UHF;;;;;0.00;0;ZIADNA
SK2000UR-242;https://premiumstore.sk/menic-napeti-carspa-sk2000-24v-230v-2000w#18550;Carspa SK2000 24V/230V 2000W USB / DO, čistá sínusovka;;24V;Auto-moto > Vybavenie autá > Autožiarovky > 24V;24v;7.86;1;NIZKA
8595225218382;https://premiumstore.sk/drzak-anteny-jednorameny-uni-v-h-15cm-s-pasem-trmen-trubka-35-2mm-zinek-galva#18200;Console Držák antény jednoramený  UNI V+H 15cm s pásem + třmen, trubka 35/2mm, zinek Galva;;Antény a satelity;TV, audio a video > Antény a satelity;anteny-a-satelity;3.93;1;NIZKA
111041;https://premiumstore.sk/zatka-cerna-28-mm#18182;Zátka černá - 28 mm;;;;;0.00;0;ZIADNA
111532;https://premiumstore.sk/zatka-cerna-42-mm#18181;Console Zátka černá - 42 mm;;;;;0.00;0;ZIADNA
8595225212304;https://premiumstore.sk/konzola-antenni-mini-15-cm-prumer-28mm#17796;Console Konzola anténní mini 15 cm, průměr 28mm;;Anténní bleskojistky;TV, audio a video > Antény a satelity > PASIVNÍ PRVKY > Anténní bleskojistky;antenni-bleskojistky;7.86;1;NIZKA
0000/3852;https://premiumstore.sk/vysilac-do-technisat-technicontrol#15363;Vysílač DO TechniSat TechniControl;;;;;0.00;0;ZIADNA
S5269;https://premiumstore.sk/koaxialni-kabel-emos-113-lszh-250m-7-mm#15269;Koaxiální kabel Emos 113 LSZH / 250m / 7 mm;;Kabel s F konektory;TV, audio a video > Antény a satelity > Koaxiálne káble > Kabel s F konektory;kabel-s-f-konektory;7.86;1;NIZKA
858594163274854;https://premiumstore.sk/dalkovy-ovladac-alma-2800-se-zircon-fire-se-original#14887;Dálkový ovládač ALMA 2800 SE / Zircon FIRE SE - originál;;;;;0.00;0;ZIADNA
4007754196849;https://premiumstore.sk/nta-3a#9710;Monacor NTA-3A;Profi technika | Káble, konektory a redukcie | Konektory a redukcie | 6.3mm;6,3mm;Profesionálna audio technika > Káble, konektory a redukcie > Káble > 6,3mm;6-3mm-2;7.86;1;NIZKA
4007123042180;https://premiumstore.sk/mcr-10#9017;Monacor MCR-10;Profi technika | Káble, konektory a redukcie | Napájanie;Napájanie;TV, audio a video > AV káble > Napájanie;napajanie-3;5.87;1;NIZKA
UPS1000-122;https://premiumstore.sk/menic-napeti-carspa-ups1000-12v-230v-1000w-ups#6990;Měnič napětí Carspa UPS1000 12V/230V 1000W UPS;;Záložné zdroje a UPS;Fotovoltaika a energie > Záložné zdroje a UPS;zalozne-zdroje-a-ups;7.01;1;NIZKA
CAR300U-122;https://premiumstore.sk/menic-napeti-carspa-car300u-12v-230v-300w#6905;Měnič napětí Carspa CAR300U 12V/230V 300W;;Televízory na 12V;TV, audio a video > Televízory > Televízory na 12V;televizory-na-12v;6.66;1;NIZKA
CNT2412-20;https://premiumstore.sk/menic-napeti-carspa-24v-12v-20a#6895;Měnič napětí CARSPA 24V/12V 20A;;24V;Auto-moto > Vybavenie autá > Autožiarovky > 24V;24v;7.86;1;NIZKA
CAR1.6KUR-122;https://premiumstore.sk/menic-napeti-carspa-car1-6k-12v-230v-1600w#6891;Měnič napětí Carspa CAR1.6K 12V/230V 1600W;;Televízory na 12V;TV, audio a video > Televízory > Televízory na 12V;televizory-na-12v;6.66;1;NIZKA
S5272;https://premiumstore.sk/koaxialni-kabel-emos-cb115-100m-6-8-mm#6743;Koaxiální kabel Emos CB115 / 100m / 6,8 mm;;Kabel s F konektory;TV, audio a video > Antény a satelity > Koaxiálne káble > Kabel s F konektory;kabel-s-f-konektory;7.86;1;NIZKA
*M3691;https://premiumstore.sk/multimetr-emos-md-410#6552;Multimetr EMOS MD-410;Heureka.sk | Dielňa, stavba, záhrada | Náradie pre dielňu a záhradu | Náradie do dielne | Ručné náradie | Klasické skrutkovače;Klasické kovové;Auto-moto > Vybavenie autá > Stierače > Klasické kovové;klasicke-kovove;7.57;1;NIZKA
8594160640128;https://premiumstore.sk/konzola-na-stozar-30-cm-hranaty-trmen#6261;Oem Konzola na stožár 30 cm + hranatý třmen;;Na stožár (vertikální);TV, audio a video > Antény a satelity > Konzoly, stožiare, uzemnenie > Konzoly sa třmenem > Na stožár (vertikální);na-stozar--vertikalni;7.86;1;NIZKA
8594160640135;https://premiumstore.sk/konzola-na-stozar-40-cm-hranaty-trmen#6158;Oem Konzola na stožár 40 cm + hranatý třmen;;Na stožár (vertikální);TV, audio a video > Antény a satelity > Konzoly, stožiare, uzemnenie > Konzoly sa třmenem > Na stožár (vertikální);na-stozar--vertikalni;7.86;1;NIZKA
*M0400;https://premiumstore.sk/klestovy-multimetr-emos-md-410c#6157;Klešťový multimetr EMOS MD-410C;Heureka.sk | Dielňa, stavba, záhrada | Náradie pre dielňu a záhradu | Náradie do dielne | Ručné náradie | Klasické skrutkovače;Klasické kovové;Auto-moto > Vybavenie autá > Stierače > Klasické kovové;klasicke-kovove;7.57;1;NIZKA
*M0420;https://premiumstore.sk/multimetr-emos-md-420#6156;Multimetr EMOS MD-420;Heureka.sk | Dielňa, stavba, záhrada | Náradie pre dielňu a záhradu | Náradie do dielne | Ručné náradie | Klasické skrutkovače;Klasické kovové;Auto-moto > Vybavenie autá > Stierače > Klasické kovové;klasicke-kovove;7.57;1;NIZKA
*M0391;https://premiumstore.sk/multimetr-emos-md-210#6155;Multimetr EMOS MD-210;Heureka.sk | Dielňa, stavba, záhrada | Náradie pre dielňu a záhradu | Náradie do dielne | Ručné náradie | Klasické skrutkovače;Klasické kovové;Auto-moto > Vybavenie autá > Stierače > Klasické kovové;klasicke-kovove;7.57;1;NIZKA
*M2092;https://premiumstore.sk/multimetr-emos-md-220#6154;Multimetr EMOS MD-220;Heureka.sk | Dielňa, stavba, záhrada | Náradie pre dielňu a záhradu | Náradie do dielne | Ručné náradie | Klasické skrutkovače;Klasické kovové;Auto-moto > Vybavenie autá > Stierače > Klasické kovové;klasicke-kovove;7.57;1;NIZKA
30076173;https://premiumstore.sk/finlux-napajeci-kabel-12v#6110;Finlux napájecí kabel 12V;;Kabel s F konektory;TV, audio a video > Antény a satelity > Koaxiálne káble > Kabel s F konektory;kabel-s-f-konektory;7.86;1;NIZKA
5902887015137;https://premiumstore.sk/spojka-na-stozary-rovna-i-krizova-50mm#6034;Spojka na stožáry rovná i křížová - 50mm;;;;;0.00;0;ZIADNA
8595225200127;https://premiumstore.sk/konzola-rameno-bez-trmene#5998;Console Konzola rameno bez třmene;;Na komín bez vŕtanie;TV, audio a video > Antény a satelity > Konzoly, stožiare, uzemnenie > Držiaky stožárů > Na komín bez vŕtanie;na-komin-bez-vrtanie;6.76;1;NIZKA
8595225200097;https://premiumstore.sk/konzola-pulrameno-bez-trmene#5997;Console Konzola půlrameno bez třmene;;Na komín bez vŕtanie;TV, audio a video > Antény a satelity > Konzoly, stožiare, uzemnenie > Držiaky stožárů > Na komín bez vŕtanie;na-komin-bez-vrtanie;6.76;1;NIZKA
5902887014550;https://premiumstore.sk/antenni-trmen-m8-2x-roztec-62mm-delka-160mm#5986;Console Anténní třmen M8 2x rozteč 62mm, délka 160mm;;Anténní bleskojistky;TV, audio a video > Antény a satelity > PASIVNÍ PRVKY > Anténní bleskojistky;antenni-bleskojistky;7.86;1;NIZKA
DT35RP13S;https://premiumstore.sk/konzola-na-stozar-35-mm#5958;Console Konzola na stožár 35 mm;HITYshop | Instalační materiál | Anténní držáky a stožáry | Uchycení stožáru;Na stožár (vertikální);TV, audio a video > Antény a satelity > Konzoly, stožiare, uzemnenie > Konzoly sa třmenem > Na stožár (vertikální);na-stozar--vertikalni;7.86;1;NIZKA
8595225200462;https://premiumstore.sk/antenni-trmen-120-mm#5952;Console Anténní třmen 120 mm;;"nad 48"" (120 - 165 cm)";"TV, audio a video > Televízory > nad 48"" (120 - 165 cm)";nad-48-120-165-cm-;8.27;1;NIZKA
8595225211987;https://premiumstore.sk/patka-stozaru-48-mm#5915;Console Patka stožáru 48 mm;;Držiaky stožárů;TV, audio a video > Antény a satelity > Konzoly, stožiare, uzemnenie > Držiaky stožárů;drziaky-stozaru;6.76;1;NIZKA
8595225200288;https://premiumstore.sk/konzola-t-sat-35-cm-56-cm-vzpera#5913;Console Konzola T-sat 35 cm /  56 cm vzpěra;;Mobilné TV a SAT antény;Auto-moto > Karavany a obytná autá > Mobilné TV a SAT antény;mobilne-tv-a-sat-anteny;6.76;1;NIZKA
8595225200233;https://premiumstore.sk/konzola-t-sat-50-cm#5910;Console Konzola T-sat 50 cm;;Mobilné TV a SAT antény;Auto-moto > Karavany a obytná autá > Mobilné TV a SAT antény;mobilne-tv-a-sat-anteny;6.76;1;NIZKA
8595225200226;https://premiumstore.sk/konzola-t-sat-35-cm#5909;Console Konzola T-sat 35 cm;ws.TIPA | Audio, video, SAT | Anténní technika | Držáky, stožáry a konzoly pro antény | Držáky na anténu na zeď;Mobilné TV a SAT antény;Auto-moto > Karavany a obytná autá > Mobilné TV a SAT antény;mobilne-tv-a-sat-anteny;6.76;1;NIZKA
8595225200196;https://premiumstore.sk/konzola-t-sat-25-cm#5908;Console Konzola T-sat 25 cm;;Mobilné TV a SAT antény;Auto-moto > Karavany a obytná autá > Mobilné TV a SAT antény;mobilne-tv-a-sat-anteny;6.76;1;NIZKA
S5268;https://premiumstore.sk/koaxialni-kabel-emos-113-500m-6-8-mm#5778;Koaxiální kabel Emos 113 / 500m / 6,8 mm;;Kabel s F konektory;TV, audio a video > Antény a satelity > Koaxiálne káble > Kabel s F konektory;kabel-s-f-konektory;7.86;1;NIZKA
J5710;https://premiumstore.sk/emos-em-2130-zesilovac-signalu-dvb-t2-30db#5656;EMOS EM-2130 zesilovač signálu DVB-T2 30dB;;Bezdrátové přenosy signálu;TV, audio a video > Príslušenstvo > Bezdrátové přenosy signálu;bezdratove-prenosy-signalu;7.57;1;NIZKA
J5709;https://premiumstore.sk/emos-em-2120-zesilovac-signalu-dvb-t2-20db#5655;EMOS EM-2120 zesilovač signálu DVB-T2 20dB;;Bezdrátové přenosy signálu;TV, audio a video > Príslušenstvo > Bezdrátové přenosy signálu;bezdratove-prenosy-signalu;7.57;1;NIZKA
