ean;stara_url;stary_nazov;stara_kategoria;najdena_kategoria;cesta_kategorie;nova_url_kategorie;skore;pocet_zhod;istota
ZS3322;https://premiumstore.sk/led-reflektor-prenosny-emos-zs3322-21w-neutralni-bila#68129;LED reflektor přenosný EMOS ZS3322, 21W neutrální bílá;;LED Žiarovky;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky;led-ziarovky;4.93;1;NIZKA
ZS3342;https://premiumstore.sk/led-reflektor-prenosny-emos-zs3342-51w-neutralni-bila#68126;LED reflektor přenosný EMOS ZS3342, 51W neutrální bílá;;LED Žiarovky;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky;led-ziarovky;4.93;1;NIZKA
ZS3332;https://premiumstore.sk/led-reflektor-prenosny-emos-zs3332-31w-neutralni-bila#68125;LED reflektor přenosný EMOS ZS3332, 31W neutrální bílá;;LED Žiarovky;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky;led-ziarovky;4.93;1;NIZKA
P3116;https://premiumstore.sk/emos-p3116-led-nabijeci-svitilna-kovova-600lm#68124;EMOS P3116 LED nabíjecí svítilna kovová 600lm;;Kovová revízne dvierka;Elektroinštalačný materiál > Montážne skrine a rozvádzače > Revízne dvierka > Kovová revízne dvierka;kovova-revizne-dvierka;7.57;1;NIZKA
B15431;https://premiumstore.sk/lithiova-knoflikova-baterie-gp-cr2325#68061;Lithiová knoflíková baterie GP CR2325;;Akumulátory, batérie;TV, audio a video > Počítače a príslušenstvo > Akumulátory, batérie;akumulatory--baterie;4.99;1;NIZKA
B15221;https://premiumstore.sk/lithiova-knoflikova-baterie-gp-cr1225#68060;Lithiová knoflíková baterie GP CR1225;;Akumulátory, batérie;TV, audio a video > Počítače a príslušenstvo > Akumulátory, batérie;akumulatory--baterie;4.99;1;NIZKA
B13951;https://premiumstore.sk/alkalicka-specialni-baterie-gp-29af-a32-l822-9-v#68047;Alkalická speciální baterie GP 29AF (A32, L822) 9 V;;Akumulátory, batérie;TV, audio a video > Počítače a príslušenstvo > Akumulátory, batérie;akumulatory--baterie;4.99;1;NIZKA
P56402;https://premiumstore.sk/detektor-oxidu-uhelnateho-emos-gs827-p56402#68030;Detektor oxidu uhelnatého EMOS GS827 /P56402/;;Detektor pohybu;Bezpečnosť a smart domácnosť > Smart domácnosť > Smart zabezpečenie > Detektor pohybu;detektor-pohybu;8.27;1;NIZKA
B15331;https://premiumstore.sk/lithiova-knoflikova-baterie-gp-cr3032#67927;Lithiová knoflíková baterie GP CR3032;;Akumulátory, batérie;TV, audio a video > Počítače a príslušenstvo > Akumulátory, batérie;akumulatory--baterie;4.99;1;NIZKA
B15231;https://premiumstore.sk/lithiova-knoflikova-baterie-gp-cr2354#67926;Lithiová knoflíková baterie GP CR2354;;Akumulátory, batérie;TV, audio a video > Počítače a príslušenstvo > Akumulátory, batérie;akumulatory--baterie;4.99;1;NIZKA
P5611OTR;https://premiumstore.sk/bezdratovy-prijimac-emos-p5611otr-pro-termostat-p5611ot#67922;Bezdrátový příjímač EMOS P5611OTR (pro termostat P5611OT);;;;;0.00;0;ZIADNA
P8571;https://premiumstore.sk/led-celovka-gp-discovery-ch46-300-lm#67919;LED čelovka GP Discovery CH46, 300 lm;;LED Žiarovky;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky;led-ziarovky;4.93;1;NIZKA
P8572;https://premiumstore.sk/led-nabijeci-celovka-gp-discovery-chr41-300-lm#67918;LED nabíjecí čelovka GP Discovery CHR41, 300 lm;;LED Žiarovky;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky;led-ziarovky;4.93;1;NIZKA
77664;https://premiumstore.sk/dalekohled-binokularni-levenhuk-halo-13x-wi-fi-digital-night-vision#67916;Dalekohled binokulární LEVENHUK Halo 13x Wi-Fi Digital Night Vision;;Binokulární;Šport, hračky a voľný čas > Ďalekohľady > Binokulární;binokularni;8.27;1;NIZKA
77665;https://premiumstore.sk/dalekohled-monokularni-levenhuk-halo-13x-digital-night-vision#67915;Dalekohled monokulární LEVENHUK Halo 13x Digital Night Vision;;Monokulární;Šport, hračky a voľný čas > Ďalekohľady > Monokulární;monokularni;7.86;1;NIZKA
77663;https://premiumstore.sk/dalekohled-binokularni-levenhuk-halo-13x-digital-night-vision#67914;Dalekohled binokulární LEVENHUK Halo 13x Digital Night Vision;;Binokulární;Šport, hračky a voľný čas > Ďalekohľady > Binokulární;binokularni;8.27;1;NIZKA
Z7615;https://premiumstore.sk/led-stolni-lampa-emos-z7615-karen-cerna#67911;LED stolní lampa EMOS Z7615 KAREN, černá;;LED Žiarovky;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky;led-ziarovky;4.93;1;NIZKA
TP-ABS-001;https://premiumstore.sk/drzak-pro-fotovoltaicky-panel-rohovy-baleni-4ks-cerny#67910;Fve Držák pro fotovoltaický panel rohový - balení 4ks, černý;;;;;0.00;0;ZIADNA
P04219GU;https://premiumstore.sk/zasuvka-emos-p04219gu-schuko-rozbocovaci-kostka-s-privodem-2-usb-4-zas-1-9m#67903;Zásuvka EMOS P04219GU SCHUKO rozbočovací kostka s přívodem, 2× USB, 4 zás., 1,9m;;Autorádiá s USB;Auto-moto > Autorádiá > Autorádiá s USB;autoradia-s-usb;5.66;1;NIZKA
P5611OT;https://premiumstore.sk/termostat-emos-p5611ot-pokojovy-s-komunikaci-opentherm-bezdratovy#67902;Termostat EMOS P5611OT pokojový s komunikací OpenTherm, bezdrátový;;;;;0.00;0;ZIADNA
P5607;https://premiumstore.sk/termostat-emos-p5607-pokojovy-programovatelny-dratovy#67901;Termostat EMOS P5607 pokojový programovatelný drátový;;;;;0.00;0;ZIADNA
P084505;https://premiumstore.sk/prodluzovaci-kabel-emos-p084505-profi-na-bubnu-50-m-4-zasuvky-cerny-guma-230-v-1-5-mm2#67882;Prodlužovací kabel EMOS P084505 PROFI na bubnu 50 m / 4 zásuvky / černý / guma / 230 V / 1,5 mm2;;Kabel s F konektory;TV, audio a video > Antény a satelity > Koaxiálne káble > Kabel s F konektory;kabel-s-f-konektory;7.86;1;NIZKA
P084255;https://premiumstore.sk/prodluzovaci-kabel-emos-p084255-profi-na-bubnu-25-m-4-zasuvky-cerny-guma-230-v-1-5-mm2#67881;Prodlužovací kabel EMOS P084255 PROFI na bubnu 25 m / 4 zásuvky / černý / guma / 230 V / 1,5 mm2;;Kabel s F konektory;TV, audio a video > Antény a satelity > Koaxiálne káble > Kabel s F konektory;kabel-s-f-konektory;7.86;1;NIZKA
RC60;https://premiumstore.sk/dalkove-ovladani-carspa-rc60-k-menicum-napeti-carspa#67831;Dálkové ovládání Carspa RC60 k měničům napětí Carspa;;Dálkově ovládané;Elektroinštalačný materiál > Predlžovačky, zásuvky, vidlica > Spínacie zásuvky > Dálkově ovládané;dalkove-ovladane;8.27;1;NIZKA
ZN1111;https://premiumstore.sk/ramecek-emos-zn1111-pro-vestavnou-montaz-nouzoveho-osvetleni-nessi#67656;Rámeček EMOS ZN1111 pro vestavnou montáž nouzového osvětlení NESSI;;;;;0.00;0;ZIADNA
ZN1110;https://premiumstore.sk/led-nouzove-osvetleni-emos-nessi-zn1110-3w-3h-ip65#67646;LED nouzové osvětlení EMOS / NESSI ZN1110 / 3W, 3h, IP65;;Vypínače a zásuvky ATLAS IP65;Elektroinštalačný materiál > Vypínače, zásuvky, krabice > Vypínače a zásuvky ATLAS IP65;vypinace-a-zasuvky-atlas-ip65;6.66;1;NIZKA
ZN1310;https://premiumstore.sk/led-nouzove-osvetleni-emos-orsu-zn1310-3w-240lm-3h-ip20#67634;LED nouzové osvětlení EMOS / ORSU ZN1310 / 3W, 240lm, 3h, IP20;;Kryté můstky (IP20);Elektroinštalačný materiál > Rozvádzačové prvky > Můstky na nosnou lištu > Kryté můstky (IP20);kryte-mustky--ip20;7.86;1;NIZKA
M0003B;https://premiumstore.sk/zkousecka-napeti-emos-vt-211-m0003b#67622;Zkoušečka napětí EMOS VT-211 /M0003B/;;;;;0.00;0;ZIADNA
SAMO-21529;https://premiumstore.sk/svetlo-na-privesny-vozik-blow-s-kabelem-a-trojuhelnikem#67616;Ltc Světlo na přívěsný vozík BLOW s kabelem a trojúhelníkem;;Spínače šňůrové - s flexi kabelem;Elektroinštalačný materiál > Komponenty pre svietidlá > Svítidlové spínače (kolébkové) > Spínače šňůrové - s flexi kabelem;spinace-snurove-s-flexi-kabelem;8.27;1;NIZKA
J0685;https://premiumstore.sk/emos-dio-v700-em-dio3-univerzalni-antena#67598;EMOS DIO-V700 (EM-DIO3) univerzální anténa;;Anténa;TV, audio a video > AV káble > Anténa;antena;7.01;1;NIZKA
P5683;https://premiumstore.sk/termostat-emos-p5683-prilozny-manualni-s-displejem#67597;Termostat EMOS P5683 příložný manuální s displejem;;;;;0.00;0;ZIADNA
H3010;https://premiumstore.sk/sada-videotelefonu-emos-em-10ahd-h3010-s-ukladanim-snimku#67379;Sada videotelefonu EMOS EM-10AHD /H3010/ s ukládáním snímků;;;;;0.00;0;ZIADNA
30909390121;https://premiumstore.sk/napajeci-zdroj-pro-kaon-mz-50-mz-52-mz-102-mz-104#67365;Napájecí zdroj pro Kaon MZ-50, MZ-52, MZ-102, MZ-104;;;;;0.00;0;ZIADNA
P5616OT;https://premiumstore.sk/termostat-emos-p5616ot-pokojovy-s-komunikaci-opentherm-bezdratovy#67363;Termostat EMOS P5616OT pokojový s komunikací OpenTherm, bezdrátový;;;;;0.00;0;ZIADNA
P5606OT;https://premiumstore.sk/termostat-emos-p5606ot-pokojovy-s-komunikaci-opentherm-dratovy#67362;Termostat EMOS P5606OT pokojový s komunikací OpenTherm, drátový;;;;;0.00;0;ZIADNA
S5213;https://premiumstore.sk/kabel-koaxialni-emos-rg58u-venkovni-laneny-500m-5-mm-50-ohm-cerny#67345;Kabel koaxiální EMOS RG58U venkovní laněný / 500m / 5 mm / 50 Ohm / černý /;Druhy | ANTÉNY  SATELITY | Koaxiální kabely | Venkovní;Kabel s F konektory;TV, audio a video > Antény a satelity > Koaxiálne káble > Kabel s F konektory;kabel-s-f-konektory;7.86;1;NIZKA
ZR9310;https://premiumstore.sk/modul-emos-zr9310-nouzoveho-osvetleni-mt-6-w-1-h#67344;Modul EMOS ZR9310 nouzového osvětlení MT 6 W/1 h;;;;;0.00;0;ZIADNA
ZS9030;https://premiumstore.sk/kabelova-vodotesna-t-spojka-emos-zs9030-ip68-250v-16a#67343;Kabelová vodotěsná T spojka EMOS ZS9030, IP68, 250V, 16A;;Káblové gelové spojky PAGURO IP68;Elektroinštalačný materiál > Inštalačné príslušenstvo > Káblové spojky > Káblové gelové spojky > Káblové gelové spojky PAGURO IP68;kablove-gelove-spojky-paguro-ip68;7.35;1;NIZKA
ZS9020;https://premiumstore.sk/kabelova-vodotesna-spojka-emos-zs9020-ip68-250v-16a#67342;Kabelová vodotěsná spojka EMOS ZS9020, IP68, 250V, 16A;;Káblové gelové spojky PAGURO IP68;Elektroinštalačný materiál > Inštalačné príslušenstvo > Káblové spojky > Káblové gelové spojky > Káblové gelové spojky PAGURO IP68;kablove-gelove-spojky-paguro-ip68;7.35;1;NIZKA
P01303;https://premiumstore.sk/dvouzilovy-pohyblivy-privod-emos-p01303-3-m-1-zasuvka-bily-pvc-0-75-mm2#67324;Dvoužilový pohyblivý přívod EMOS P01303 / 3 m / 1 zásuvka / bílý / PVC / 0,75 mm2;;Pevné kruhové potrubie - PVC;Elektroinštalačný materiál > Ventilačné technika > Vzduchovody > Pevné kruhové potrubie - PVC;pevne-kruhove-potrubie-pvc;7.17;1;NIZKA
P3180;https://premiumstore.sk/emos-p3180-cree-led-nabijeci-kov-svitilna-ultibright-80-600lm#67323;EMOS P3180 CREE LED nabíjecí kov. svítilna Ultibright 80, 600lm;;Vrtáky na kov;Náradie a dielňa > Náradie pre brúsenie, vŕtanie, rezanie a pilovanie > Vrtáky > Vrtáky na kov;vrtaky-na-kov;7.57;1;NIZKA
80909395901;https://premiumstore.sk/dalkovy-ovladac-kaon-mz-50-mz-52-mz-102-mz-104#67225;Dálkový ovladač Kaon MZ-50, MZ-52, MZ-102, MZ-104;;;;;0.00;0;ZIADNA
P4008;https://premiumstore.sk/led-multifunkcni-kempingova-svitilna-emos-p4008-215-lm-3-aa#67223;LED multifunkční kempingová svítilna EMOS P4008, 215 lm, 3× AA;;LED Žiarovky;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky;led-ziarovky;4.93;1;NIZKA
CAR1.6KUR-242;https://premiumstore.sk/menic-napeti-carspa-car1-6k-24v-230v-1600w#67207;Měnič napětí Carspa CAR1.6K 24V/230V 1600W;;24V;Auto-moto > Vybavenie autá > Autožiarovky > 24V;24v;7.86;1;NIZKA
J50989;https://premiumstore.sk/dalkovy-ovladac-emos-em190-em190s-em190l-senior#67130;Dálkový ovladač EMOS EM190/EM190S/EM190L SENIOR;;Hotelové a senior ovládače;TV, audio a video > Diaľkové ovládače > Hotelové a senior ovládače;hotelove-a-senior-ovladace;8.27;1;NIZKA
8016978102488;https://premiumstore.sk/fracarro-lp45f-lte-700#67126;Fracarro LP45F LTE 700;;3G/LTE modemy;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > 3G/LTE modemy;3g-lte-modemy;7.86;1;NIZKA
P08440;https://premiumstore.sk/prodluzovaci-kabel-emos-p08440-profi-na-bubnu-40-m-4-zas-cerny-guma-neopren-230v-2-5-mm2#67124;Prodlužovací kabel EMOS P08440 PROFI na bubnu 40 m / 4 zás. / černý / guma-neopren / 230V / 2,5 mm2;;Kabel s F konektory;TV, audio a video > Antény a satelity > Koaxiálne káble > Kabel s F konektory;kabel-s-f-konektory;7.86;1;NIZKA
P084504;https://premiumstore.sk/prodluzovaci-kabel-emos-p084504-profi-na-bubnu-50-m-4-zas-cerny-guma-neopren-230v-1-5-mm2#67123;Prodlužovací kabel EMOS P084504 PROFI na bubnu 50 m / 4 zás. / černý / guma-neopren / 230V / 1,5 mm2;;Kabel s F konektory;TV, audio a video > Antény a satelity > Koaxiálne káble > Kabel s F konektory;kabel-s-f-konektory;7.86;1;NIZKA
P084254;https://premiumstore.sk/prodluzovaci-kabel-emos-p084254-profi-na-bubnu-25-m-4-zas-cerny-guma-neopren-230v-1-5-mm2#67122;Prodlužovací kabel EMOS P084254 PROFI na bubnu 25 m / 4 zás. / černý / guma-neopren / 230V / 1,5 mm2;;Kabel s F konektory;TV, audio a video > Antény a satelity > Koaxiálne káble > Kabel s F konektory;kabel-s-f-konektory;7.86;1;NIZKA
P00271;https://premiumstore.sk/zasuvka-emos-p00271-s-vypinacem-ip44-cerna#67113;Zásuvka EMOS P00271 s vypínačem, IP44, černá;;Vypínače a zásuvky GALATEA IP44;Elektroinštalačný materiál > Vypínače, zásuvky, krabice > Vypínače a zásuvky GALATEA IP44;vypinace-a-zasuvky-galatea-ip44;8.27;1;NIZKA
P3539;https://premiumstore.sk/celovka-emos-p3539-cree-led-330-lm-3-aaa#67093;Čelovka EMOS P3539, CREE LED, 330 lm, 3× AAA;;AAA mikrotužkové;Fotovoltaika a energie > Akumulátory a batérie > AAA mikrotužkové;aaa-mikrotuzkove;7.86;1;NIZKA
2067110000014;https://premiumstore.sk/johansson-6711-revolution-programovatelny-zesilovac#67019;Johansson 6711 Revolution programovatelný zesilovač;;;;;0.00;0;ZIADNA
8013679025788;https://premiumstore.sk/antena-venkovni-emme-esse-45l12f-2148um-logaritmicko-periodicka-5g-lte-free#66935;Anténa venkovní Emme Esse 45L12F (2148UM) logaritmicko-periodická 5G LTE Free;;3G/LTE modemy;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > 3G/LTE modemy;3g-lte-modemy;7.86;1;NIZKA
M0012A;https://premiumstore.sk/zkousecka-napeti-emos-vt-320-m0012a#66910;Zkoušečka napětí EMOS VT-320 /M0012A/;;;;;0.00;0;ZIADNA
M0071;https://premiumstore.sk/zkousecka-napeti-emos-vt-710-m0071#66908;Zkoušečka napětí EMOS VT-710 /M0071/;;;;;0.00;0;ZIADNA
P1400N;https://premiumstore.sk/samostatna-zasuvka-emos-p1400n-s-vypinacem-bila-4-zasuvky#66907;Samostatná zásuvka EMOS P1400N, s vypínačem, bílá, 4 zásuvky;;Konektory, zásuvky;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Konektory, zásuvky;konektory--zasuvky;4.58;1;NIZKA
P1300N;https://premiumstore.sk/samostatna-zasuvka-emos-p1300n-bila-3-zasuvky#66906;Samostatná zásuvka EMOS P1300N, bílá, 3 zásuvky;;Konektory, zásuvky;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Konektory, zásuvky;konektory--zasuvky;4.58;1;NIZKA
P0400N;https://premiumstore.sk/samostatna-zasuvka-emos-p0400n-bila-4-zasuvky#66905;Samostatná zásuvka EMOS P0400N, bílá, 4 zásuvky;;Konektory, zásuvky;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Konektory, zásuvky;konektory--zasuvky;4.58;1;NIZKA
P56450;https://premiumstore.sk/detektor-plynu-emos-gs869-p56450#66781;Detektor plynu EMOS GS869 /P56450/;;Detektor pohybu;Bezpečnosť a smart domácnosť > Smart domácnosť > Smart zabezpečenie > Detektor pohybu;detektor-pohybu;8.27;1;NIZKA
5903689634069;https://premiumstore.sk/prodluzovaci-privod-do-racku-19-rack-1u-ac-230v-vypinac-9-zasuvek-kabel-5m#66780;"Signal Prodlužovací přívod do Racku (19"" RACK, 1U, AC 230V, vypínač, 9 zásuvek, kabel 5m)";;Kabel s F konektory;TV, audio a video > Antény a satelity > Koaxiálne káble > Kabel s F konektory;kabel-s-f-konektory;7.86;1;NIZKA
P14101;https://premiumstore.sk/prodluzovaci-kabel-emos-p14101-10-m-4-zasuvky-s-vypinacem-cerno-cerveny-guma-neopren-1-5-mm2#66779;Prodlužovací kabel EMOS P14101 / 10 m / 4 zásuvky / s vypínačem / černo-červený / guma-neopren / 1,5 mm2;;Kabel s F konektory;TV, audio a video > Antény a satelity > Koaxiálne káble > Kabel s F konektory;kabel-s-f-konektory;7.86;1;NIZKA
P14151;https://premiumstore.sk/prodluzovaci-kabel-emos-p14151-5-m-4-zasuvky-s-vypinacem-cerno-cerveny-guma-neopren-1-5-mm2#66778;Prodlužovací kabel EMOS P14151 / 5 m / 4 zásuvky / s vypínačem / černo-červený / guma-neopren / 1,5 mm2;;Kabel s F konektory;TV, audio a video > Antény a satelity > Koaxiálne káble > Kabel s F konektory;kabel-s-f-konektory;7.86;1;NIZKA
P4534;https://premiumstore.sk/nabijeci-pracovni-cob-led-reflektor-emos-p4534-600-lm-3000-mah#66777;Nabíjecí pracovní COB LED reflektor EMOS P4534, 600 lm, 3000 mAh;;LED Žiarovky;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky;led-ziarovky;4.93;1;NIZKA
P0040;https://premiumstore.sk/zasuvka-rozbocovaci-kulata-4x#66775;Emos Zásuvka rozbočovací kulatá 4x;;;;;0.00;0;ZIADNA
P4533;https://premiumstore.sk/nabijeci-pracovni-cob-led-reflektor-emos-p4533-1000-lm-4400-mah#66771;Nabíjecí pracovní COB LED reflektor EMOS P4533, 1000 lm, 4400 mAh;;LED Žiarovky;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky;led-ziarovky;4.93;1;NIZKA
A6100.4;https://premiumstore.sk/ovladac-emos-a6100-4-tlacitkovy-zapinaci-1-0#66765;Ovladač EMOS A6100.4 tlačítkový zapínací 1/0;;;;;0.00;0;ZIADNA
A6100.3;https://premiumstore.sk/vypinac-prepinac-emos-a6100-3-dvojity-stridavy-c-6-6#66764;Vypínač/Přepínač EMOS A6100.3 dvojitý střídavý č. 6+6;;;;;0.00;0;ZIADNA
A6100.2;https://premiumstore.sk/vypinac-prepinac-emos-a6100-2-krizovy-c-7#66763;Vypínač/Přepínač EMOS A6100.2 křížový č. 7;;;;;0.00;0;ZIADNA
A6100.1;https://premiumstore.sk/vypinac-prepinac-emos-a6100-1-seriovy-c-5#66762;Vypínač/Přepínač EMOS A6100.1 sériový č. 5;;;;;0.00;0;ZIADNA
A6100.0;https://premiumstore.sk/vypinac-prepinac-emos-a6100-0-stridavy-c-1-6#66761;Vypínač/Přepínač EMOS A6100.0 střídavý č. 1,6;;;;;0.00;0;ZIADNA
A6001.1;https://premiumstore.sk/zasuvka-emos-a6001-1-250v-dvojnasona-bila#66760;Zásuvka EMOS A6001.1 250V dvojnásoná, bílá;;;;;0.00;0;ZIADNA
A6001.0;https://premiumstore.sk/zasuvka-emos-a6001-0-250v-jednonasobna-bila#66759;Zásuvka EMOS A6001.0 250V jednonásobná, bílá;;;;;0.00;0;ZIADNA
A1397.3;https://premiumstore.sk/emos-a1397-3-zasuvka-nastenna-dvojita-16a-250v-ip44-bila#66700;EMOS A1397.3 zásuvka nástěnná dvojitá 16A/250V IP44 bílá;;Stropné a nástenná svietidlá;Elektroinštalačný materiál > Osvetlenie > Svietidlá > Vnútorné osvetlenie > Stropné a nástenná svietidlá;stropne-a-nastenna-svietidla;8.27;1;NIZKA
A1397.2;https://premiumstore.sk/emos-a1397-2-zasuvka-nastenna-16a-250v-ip54-bila#66699;EMOS A1397.2 zásuvka nástěnná 16A/250V IP54 bílá;;Stropné a nástenná svietidlá;Elektroinštalačný materiál > Osvetlenie > Svietidlá > Vnútorné osvetlenie > Stropné a nástenná svietidlá;stropne-a-nastenna-svietidla;8.27;1;NIZKA
P0067;https://premiumstore.sk/emos-p0067-dalkove-ovladana-bezdratova-zasuvka-sada-2-1-ip44-3000w-13a#66694;EMOS P0067 Dálkově ovládaná bezdrátová zásuvka sada 2+1, IP44  (3000W/13A);;Vypínače a zásuvky GALATEA IP44;Elektroinštalačný materiál > Vypínače, zásuvky, krabice > Vypínače a zásuvky GALATEA IP44;vypinace-a-zasuvky-galatea-ip44;8.27;1;NIZKA
P3922;https://premiumstore.sk/svitilna-na-kolo-led-cob-set-predni-zadni-emos-p3922#66693;Svítilna na kolo LED COB, SET přední + zadní EMOS P3922;;Pumpy na kolo;Šport, hračky a voľný čas > Cyklistika > Pumpy na kolo;pumpy-na-kolo;7.57;1;NIZKA
P3921;https://premiumstore.sk/svitilna-na-kolo-led-silikonova-set-predni-zadni-emos-p3921#66692;Svítilna na kolo LED silikonová, SET přední + zadní EMOS P3921;;Pumpy na kolo;Šport, hračky a voľný čas > Cyklistika > Pumpy na kolo;pumpy-na-kolo;7.57;1;NIZKA
P8511;https://premiumstore.sk/nabijeci-led-svitilna-gp-cr41#66637;Nabíjecí LED svítilna GP CR41;;LED Žiarovky;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky;led-ziarovky;4.93;1;NIZKA
P8504;https://premiumstore.sk/gp-discovery-c33-led-pracovni-svitilna-2-aa-baterie-gp-ultra#66636;Emos GP Discovery C33 LED pracovní svítilna + 2× AA baterie GP Ultra;;Televízory Ultra HD (4K);TV, audio a video > Televízory > Televízory Ultra HD (4K);televizory-ultra-hd--4k;7.86;1;NIZKA
P01705;https://premiumstore.sk/prodluzovaci-kabel-emos-p01705-guma-neopren-profi-spojka-5m-3x-1-5mm-ip44-cerny#66630;Prodlužovací kabel EMOS P01705 guma-neopren PROFI spojka 5m / 3x 1,5mm / IP44 / černý;;Vypínače a zásuvky GALATEA IP44;Elektroinštalačný materiál > Vypínače, zásuvky, krabice > Vypínače a zásuvky GALATEA IP44;vypinace-a-zasuvky-galatea-ip44;8.27;1;NIZKA
5901436722441;https://premiumstore.sk/kabel-pc-utp-cat5e-0-5m-2x-rj45-nedis-ccgt85000gy05#66629;Premiumcord Kabel PC UTP CAT5e 0.5m + 2x RJ45 NEDIS CCGT85000GY05;;UTP a FTP káble;Elektroinštalačný materiál > Káble a vodiče > UTP a FTP káble;utp-a-ftp-kable;7.86;1;NIZKA
P01725R;https://premiumstore.sk/prodluzovaci-kabel-emos-p01725r-guma-neopren-profi-spojka-25m-3x-2-5mm-ip44-cerny#66613;Prodlužovací kabel EMOS P01725R guma-neopren PROFI spojka 25m / 3x 2,5mm / IP44 / černý;;Dĺžka 25m;Elektroinštalačný materiál > Predlžovačky, zásuvky, vidlica > Predlžovacie prívody > Dĺžka 25m;dlzka-25m;8.27;1;NIZKA
P01710R;https://premiumstore.sk/prodluzovaci-kabel-emos-p01710r-guma-neopren-profi-spojka-10m-3x-2-5mm-ip44-cerny#66612;Prodlužovací kabel EMOS P01710R guma-neopren PROFI spojka 10m / 3x 2,5mm / IP44 / černý;;Dĺžka 10m;Elektroinštalačný materiál > Predlžovačky, zásuvky, vidlica > Predlžovacie prívody > Dĺžka 10m;dlzka-10m;8.27;1;NIZKA
N3113;https://premiumstore.sk/zdroj-pulzni-emos-n3113-s-hrebinkem-2250ma-3-12v-univerzalni#66576;Zdroj pulzní EMOS N3113 s hřebínkem 2250mA (3-12V) univerzální;;Adaptéry pulzní;Fotovoltaika a energie > Napájacie zdroje > Adaptéry pulzní;adaptery-pulzni;8.27;1;NIZKA
N3111;https://premiumstore.sk/zdroj-pulzni-emos-n3111-s-hrebinkem-1000ma-3-12v-univerzalni#66574;Zdroj pulzní EMOS N3111 s hřebínkem 1000mA (3-12V) univerzální;;Adaptéry pulzní;Fotovoltaika a energie > Napájacie zdroje > Adaptéry pulzní;adaptery-pulzni;8.27;1;NIZKA
N3110;https://premiumstore.sk/zdroj-pulzni-emos-n3110-s-hrebinkem-600ma-3-12v-univerzalni#66573;Zdroj pulzní EMOS N3110 s hřebínkem 600mA (3-12V) univerzální;;Adaptéry pulzní;Fotovoltaika a energie > Napájacie zdroje > Adaptéry pulzní;adaptery-pulzni;8.27;1;NIZKA
P5614;https://premiumstore.sk/termostat-emos-p5614-pokojovy-bezdratovy-manualni#66567;Termostat EMOS P5614 pokojový bezdrátový manuální;;;;;0.00;0;ZIADNA
P5604;https://premiumstore.sk/termostat-emos-p5604-pokojovy-manualni-dratovy#66566;Termostat EMOS P5604 pokojový manuální drátový;;;;;0.00;0;ZIADNA
P194504;https://premiumstore.sk/prodluzovaci-kabel-emos-p194504-na-bubnu-50m-4-zas-s-vypinacem-cerveny-pvc-230v-1-5-mm2#66553;Prodlužovací kabel EMOS P194504 na bubnu 50m / 4 zás. / s vypínačem / červený / PVC / 230V / 1,5 mm2;;Dĺžka 50m;Elektroinštalačný materiál > Predlžovačky, zásuvky, vidlica > Predlžovacie prívody > Dĺžka 50m;dlzka-50m;8.27;1;NIZKA
P194253;https://premiumstore.sk/prodluzovaci-kabel-emos-p194253-na-bubnu-25m-4-zas-s-vypinacem-cerveny-pvc-230v-1-5-mm2#66552;Prodlužovací kabel EMOS P194253 na bubnu 25m / 4 zás. / s vypínačem / červený / PVC / 230V / 1,5 mm2;;Dĺžka 25m;Elektroinštalačný materiál > Predlžovačky, zásuvky, vidlica > Predlžovacie prívody > Dĺžka 25m;dlzka-25m;8.27;1;NIZKA
MPU-1400-24;https://premiumstore.sk/zalozni-zdroj-mhpower-mpu-1400-24-ups-1400w-24v-cisty-sinus#66550;Záložní zdroj MHPower MPU-1400-24 UPS 1400W 24V čistý sinus;;24V;Auto-moto > Vybavenie autá > Autožiarovky > 24V;24v;7.86;1;NIZKA
MPU-1050-24;https://premiumstore.sk/zalozni-zdroj-mhpower-mpu-1050-24-ups-1050w-24v-cisty-sinus#66549;Záložní zdroj MHPower MPU-1050-24 UPS 1050W 24V čistý sinus;;24V;Auto-moto > Vybavenie autá > Autožiarovky > 24V;24v;7.86;1;NIZKA
MPU-700-12;https://premiumstore.sk/zalozni-zdroj-mhpower-mpu-700-12-ups-700w-12v-cisty-sinus#66548;Záložní zdroj MHPower MPU-700-12 UPS 700W 12V čistý sinus;;Záložné zdroje a UPS;Fotovoltaika a energie > Záložné zdroje a UPS;zalozne-zdroje-a-ups;7.01;1;NIZKA
